Transformer,0.013146,-18.81213,,,,
Informer,0.010831,-19.65348,,,,
2025-02-23  *14:29:46,sample rate:100,band width:Ka,memory depth:10,,,
Transformer,0.004026,-23.95179,,,,
Informer,0.004267,-23.698639,,,,
2025-02-23  *14:30:01,sample rate:100,band width:QV,memory depth:5,,,
Transformer,0.005704,-22.438242,,,,
Informer,0.005181,-22.856195,,,,
2025-02-23  *14:30:14,sample rate:100,band width:QV,memory depth:10,,,
Transformer,0.003656,-24.36935,,,,
Informer,0.00406,-23.91426,,,,
2025-02-23  *14:30:29,sample rate:200,band width:Ka,memory depth:5,,,
Transformer,0.037738,-14.232211,,,,
Informer,0.037137,-14.30192,,,,
2025-02-23  *14:30:45,sample rate:200,band width:Ka,memory depth:10,,,
Transformer,0.034799,-14.584333,,,,
Informer,0.035327,-14.518927,,,,
2025-02-23  *14:31:03,sample rate:200,band width:QV,memory depth:5,,,
Transformer,0.009664,-20.148449,,,,
Informer,0.009438,-20.251152,,,,
2025-02-23  *14:31:18,sample rate:200,band width:QV,memory depth:10,,,
Transformer,0.008287,-20.816044,,,,
Informer,0.00891,-20.50108,,,,
2025-02-23  *14:31:37,16QAM,frequency1:1G,frequency2:5G,memory depth:5,,
Transformer,0.0048,-23.187256,,,,
Informer,0.007503,-21.247696,,,,
2025-02-23  *14:31:48,16QAM,frequency1:1G,frequency2:5G,memory depth:10,,
Transformer,0.005114,-22.912231,,,,
Informer,0.011874,-19.253939,,,,
2025-02-23  *14:32:02,16QAM,frequency1:2G,frequency2:10G,memory depth:5,,
Transformer,0.006602,-21.803225,,,,
Informer,0.008804,-20.553375,,,,
2025-02-23  *14:32:18,16QAM,frequency1:2G,frequency2:10G,memory depth:10,,
Transformer,0.006706,-21.73525,,,,
Informer,0.0116,-19.35541,,,,
2025-02-23  *14:32:38,16QAM,frequency1:4G,frequency2:20G,memory depth:5,,
Transformer,0.041928,-13.77492,,,,
Informer,0.041762,-13.792179,,,,
2025-02-23  *14:32:57,16QAM,frequency1:4G,frequency2:20G,memory depth:10,,
Transformer,0.027174,-15.658435,,,,
Informer,0.028329,-15.477678,,,,
2025-02-23  *14:33:21,64QAM,frequency1:1G,frequency2:5G,memory depth:5,,
