LSTM,L2,CFR,yx,0.123223,0.119407,-9.229687,0.961836,38.0068,7926.592
LSTM,L1,CIR,ds,0.171191,0.16589,-7.80181,0.941659,38.0068,7926.592
LSTM,L1,CIR,yx,0.121731,0.117961,-9.282599,0.962157,38.0068,7926.592
LSTM,L2,CIR,ds,0.172658,0.167312,-7.764739,0.941183,38.0068,7926.592
LSTM,L2,CIR,yx,0.123223,0.119407,-9.229687,0.961836,38.0068,7926.592
MLP,None,CFR,ds,0.004927,0.005114,-22.912406,0.998699,0.3891,340.8
MLP,None,CFR,yx,0.004927,0.005114,-22.912406,0.998699,0.3891,340.8
CNN1d,None,CFR,ds,0.04694,0.048721,-13.122848,0.987275,1.0033,555.328
CNN1d,None,CFR,yx,0.04694,0.048721,-13.122848,0.987275,1.0033,555.328
CNN1d,L1,CFR,ds,0.196306,0.203755,-6.908919,0.927665,1.0033,555.328
CNN1d,L1,CFR,yx,0.082983,0.086132,-10.648333,0.975784,1.0033,555.328
CNN1d,L2,CFR,ds,0.195763,0.203192,-6.920937,0.928027,1.0033,555.328
CNN1d,L2,CFR,yx,0.092132,0.095628,-10.194164,0.972653,1.0033,555.328
CNN1d,L1,CIR,ds,0.196306,0.203755,-6.908919,0.927665,1.0033,555.328
CNN1d,L1,CIR,yx,0.093659,0.097214,-10.122734,0.971893,1.0033,555.328
CNN1d,L2,CIR,ds,0.195763,0.203192,-6.920937,0.928027,1.0033,555.328
CNN1d,L2,CIR,yx,0.092132,0.095628,-10.194164,0.972653,1.0033,555.328
ComplexCNN1d,None,CFR,ds,0.021005,0.021802,-16.615116,0.994331,2.5533,751.424
ComplexCNN1d,None,CFR,yx,0.021005,0.021802,-16.615116,0.994331,2.5533,751.424
ComplexCNN1d,L1,CFR,ds,0.123246,0.127923,-8.9305,0.960066,2.5533,751.424
ComplexCNN1d,L1,CFR,yx,0.013001,0.013495,-18.698391,0.99652,2.5533,751.424
ComplexCNN1d,L2,CFR,ds,0.123886,0.128587,-8.908028,0.959944,2.5533,751.424
ComplexCNN1d,L2,CFR,yx,0.018263,0.018956,-17.222421,0.995005,2.5533,751.424
ComplexCNN1d,L1,CIR,ds,0.123246,0.127923,-8.9305,0.960066,2.5533,751.424
ComplexCNN1d,L1,CIR,yx,0.020078,0.020839,-16.811131,0.994542,2.5533,751.424
ComplexCNN1d,L2,CIR,ds,0.123886,0.128587,-8.908028,0.959944,2.5533,751.424
ComplexCNN1d,L2,CIR,yx,0.018263,0.018956,-17.222421,0.995005,2.5533,751.424
LSTM,None,CFR,ds,0.05881,0.061042,-12.143736,0.982781,38.0068,7926.592
LSTM,None,CFR,yx,0.05881,0.061042,-12.143736,0.982781,38.0068,7926.592
LSTM,L1,CFR,ds,0.140374,0.1457,-8.365391,0.95223,38.0068,7926.592
LSTM,L1,CFR,yx,0.07438,0.077203,-11.123685,0.977819,38.0068,7926.592
LSTM,L2,CFR,ds,0.140866,0.146212,-8.350175,0.952101,38.0068,7926.592
LSTM,L2,CFR,yx,0.089905,0.093317,-10.300398,0.972352,38.0068,7926.592
LSTM,L1,CIR,ds,0.140374,0.1457,-8.365391,0.95223,38.0068,7926.592
LSTM,L1,CIR,yx,0.090923,0.094373,-10.251529,0.972148,38.0068,7926.592
LSTM,L2,CIR,ds,0.140866,0.146212,-8.350175,0.952101,38.0068,7926.592
LSTM,L2,CIR,yx,0.089905,0.093317,-10.300398,0.972352,38.0068,7926.592
